order_number,Rec_0,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14
705194,"['Fasteners', 28.0]","['Electrical', 9.035599999999999]","['Plumbing', 8.769599999999999]","['Pneumatics', 7.5488]","['Machining', 7.425599999999999]","['Adhesives, Sealants and Tape', 6.4764]","['Lubrication', 5.6672]","['Power Tools', 5.6028]","['Cleaning', 5.5047999999999995]","['Hand Tools', 5.2303999999999995]","['Abrasives', 5.182799999999999]","['Safety', 4.8832]","['Electronics, Appliances, and Batteries', 4.1048]","['Material Handling', 3.9479999999999995]","['Fleet and Vehicle Maintenance', 3.5112000000000005]"
705239,"['Machining', 19.39]","['Adhesives, Sealants and Tape', 5.7096]","['Safety', 5.705]","['Power Tools', 5.4761]","['Fasteners', 5.3876]","['Abrasives', 5.2822]","['Hand Tools', 5.263]","['Pneumatics', 5.0764]","['Electrical', 5.0563]","['Cleaning', 5.007000000000001]","['Lubrication', 4.74]","['Plumbing', 4.473]","['Electronics, Appliances, and Batteries', 3.9269000000000003]","['Material Handling', 3.7106999999999997]","['Paint, Equipment and Supplies', 3.2771]"
705360,"['Safety', 10.9041]","['Adhesives, Sealants and Tape', 6.5832999999999995]","['Pneumatics', 6.2906]","['Cleaning', 6.162700000000001]","['Hand Tools', 5.4068]","['Electrical', 4.4932]","['Electronics, Appliances, and Batteries', 3.9966000000000004]","['Abrasives', 3.8012999999999995]","['Paint, Equipment and Supplies', 3.7964]","['Power Tools', 3.7253000000000003]","['Plumbing', 3.7108999999999996]","['Machining', 3.6603000000000003]","['Material Handling', 3.6115]","['Lubrication', 3.4962]","['Fasteners', 3.4302]"
705377,"['Fasteners', 192.68639999999996]","['Plumbing', 186.0964]","['Electrical', 181.09870000000006]","['Pneumatics', 124.8871]","['Adhesives, Sealants and Tape', 108.9254]","['Machining', 94.0759]","['Cleaning', 92.87080000000002]","['Hand Tools', 88.6422]","['Safety', 87.6724]","['Power Tools', 86.4829]","['Fleet and Vehicle Maintenance', 86.34960000000001]","['Lubrication', 84.8892]","['Abrasives', 81.04209999999999]","['Hardware', 80.30069999999998]","['Material Handling', 73.8984]"
705447,"['Safety', 27.0]","['Hand Tools', 10.362599999999999]","['Cleaning', 10.241100000000001]","['Adhesives, Sealants and Tape', 9.3123]","['Electrical', 7.136099999999999]","['Electronics, Appliances, and Batteries', 7.125300000000001]","['Material Handling', 6.3099]","['Power Tools', 6.1857]","['Abrasives', 5.9022]","['Lighting', 5.691599999999999]","['Machining', 5.265000000000001]","['Lubrication', 5.0463000000000005]","['Plumbing', 4.9815]","['Paint, Equipment and Supplies', 4.7142]","['Fasteners', 4.7088]"
705488,"['Plumbing', 17.7735]","['Electrical', 12.3397]","['Fasteners', 11.590599999999998]","['Pneumatics', 8.1022]","['Adhesives, Sealants and Tape', 6.8192]","['Machining', 6.029599999999999]","['Cleaning', 5.7815]","['Safety', 5.2059]","['Hand Tools', 5.195]","['Lubrication', 5.1113]","['Power Tools', 5.050599999999999]","['Abrasives', 4.7688]","['Material Handling', 4.2250000000000005]","['Electronics, Appliances, and Batteries', 4.2188]","['Lighting', 4.203]"
705495,"['Fasteners', 17.0299]","['Electrical', 5.5171]","['Plumbing', 5.3591999999999995]","['Pneumatics', 4.6276]","['Machining', 4.5363999999999995]","['Adhesives, Sealants and Tape', 3.9513000000000003]","['Lubrication', 3.4766]","['Power Tools', 3.428]","['Cleaning', 3.3611]","['Hand Tools', 3.1965999999999997]","['Abrasives', 3.1724999999999994]","['Safety', 2.9814]","['Electronics, Appliances, and Batteries', 2.5055]","['Material Handling', 2.4292]","['Fleet and Vehicle Maintenance', 2.182]"
705730,"['Fasteners', 17.2117]","['Pneumatics', 7.7433000000000005]","['Plumbing', 7.0051]","['Electrical', 6.3769]","['Machining', 5.292599999999999]","['Adhesives, Sealants and Tape', 4.6971]","['Lubrication', 4.1703]","['Cleaning', 4.048100000000001]","['Power Tools', 4.0123999999999995]","['Abrasives', 3.8419]","['Hand Tools', 3.7995]","['Hydraulics', 3.6464000000000003]","['Safety', 3.5199999999999996]","['Electronics, Appliances, and Batteries', 2.9948]","['Material Handling', 2.9712]"
706677,"['Pneumatics', 10.435]","['Plumbing', 6.172499999999999]","['Abrasives', 6.050799999999999]","['Fasteners', 5.1624]","['Test Instruments', 4.798900000000001]","['Electrical', 4.7979]","['Power Tools', 4.617800000000001]","['Adhesives, Sealants and Tape', 4.4122]","['Machining', 4.3944]","['Cleaning', 4.0272]","['Hand Tools', 3.9314999999999998]","['Power Transmission', 3.8941999999999997]","['Lubrication', 3.8221]","['Welding', 3.4224]","['Safety', 3.397]"
706909,"['Plumbing', 17.919]","['Hardware', 9.6201]","['Electrical', 7.8509]","['Cleaning', 6.7065]","['Fasteners', 6.7059999999999995]","['Pneumatics', 6.360099999999999]","['Adhesives, Sealants and Tape', 6.1966]","['HVAC and Refrigeration', 5.3312]","['Machining', 4.8933]","['Safety', 4.8452]","['Hand Tools', 4.7395]","['Lubrication', 4.686]","['Power Tools', 4.5617]","['Abrasives', 4.4460999999999995]","['Material Handling', 4.372999999999999]"
706926,"['HVAC and Refrigeration', 8.0285]","['Power Tools', 4.998899999999999]","['Safety', 4.1157]","['Cleaning', 3.7697000000000003]","['Welding', 3.6581]","['Hand Tools', 3.2020999999999997]","['Adhesives, Sealants and Tape', 3.0934]","['Outdoor Equipment', 2.8467]","['Electrical', 2.7878]","['Material Handling', 2.7549]","['Lighting', 2.6958]","['Plumbing', 2.3488999999999995]","['Abrasives', 2.3045]","['Paint, Equipment and Supplies', 2.293]","['Lubrication', 2.2545]"
707098,"['Hand Tools', 17.2408]","['Safety', 8.5308]","['Cleaning', 6.617]","['Adhesives, Sealants and Tape', 6.5206]","['Machining', 6.1756]","['Power Tools', 5.9368]","['Electrical', 5.2708]","['Material Handling', 4.9079999999999995]","['Electronics, Appliances, and Batteries', 4.8664]","['Abrasives', 4.771199999999999]","['Lighting', 4.3355999999999995]","['Lubrication', 4.019]","['Pneumatics', 3.8762000000000003]","['Fasteners', 3.8679999999999994]","['Paint, Equipment and Supplies', 3.6974]"
707435,"['Safety', 9.845]","['Hand Tools', 9.7723]","['Cleaning', 7.1448]","['Electronics, Appliances, and Batteries', 5.8511]","['Adhesives, Sealants and Tape', 5.6199]","['Electrical', 4.3629]","['Power Tools', 4.3278]","['Material Handling', 4.107499999999999]","['Abrasives', 3.964]","['Lighting', 3.7078999999999995]","['Machining', 3.6482]","['Fleet and Vehicle Maintenance', 3.5185]","['Lubrication', 3.5076999999999994]","['Paint, Equipment and Supplies', 3.2733000000000003]","['Welding', 3.1881]"
707615,"['Hand Tools', 19.103800000000003]","['Safety', 8.4472]","['Cleaning', 7.0501000000000005]","['Adhesives, Sealants and Tape', 6.8198]","['Power Tools', 6.539300000000001]","['Test Instruments', 6.0719]","['Electrical', 5.650200000000001]","['Material Handling', 5.641199999999999]","['Electronics, Appliances, and Batteries', 5.2313]","['Lighting', 5.101699999999999]","['Security', 4.9257]","['Abrasives', 4.9169]","['Machining', 4.8918]","['Lubrication', 4.1904]","['Paint, Equipment and Supplies', 4.0731]"
708368,"['Cleaning', 14.261299999999999]","['Material Handling', 14.1181]","['Safety', 11.3295]","['Hand Tools', 8.7614]","['Adhesives, Sealants and Tape', 7.557799999999999]","['Electrical', 6.2994]","['Power Tools', 6.2003]","['Machining', 5.930999999999999]","['Electronics, Appliances, and Batteries', 5.6427]","['Abrasives', 5.5324]","['Lighting', 5.1350999999999996]","['Lubrication', 5.0954]","['Paint, Equipment and Supplies', 4.944500000000001]","['Plumbing', 4.7503]","['Pneumatics', 4.72]"
708520,"['Safety', 8.2743]","['Fleet and Vehicle Maintenance', 6.7572]","['Electrical', 5.979100000000001]","['Hand Tools', 5.329999999999999]","['Cleaning', 4.7957]","['Adhesives, Sealants and Tape', 4.5341]","['Material Handling', 4.3171]","['Power Tools', 3.619]","['Electronics, Appliances, and Batteries', 3.4267000000000003]","['Abrasives', 3.2088]","['Plumbing', 3.2086000000000006]","['Lubrication', 3.1886000000000005]","['Lighting', 3.1864]","['Fasteners', 3.0959999999999996]","['Machining', 3.0687]"
708695,"['Material Handling', 57.0]","['Cleaning', 15.9771]","['Hand Tools', 14.603399999999999]","['Power Tools', 13.452]","['Safety', 13.3209]","['Adhesives, Sealants and Tape', 12.2949]","['Electrical', 11.8503]","['Lighting', 11.154900000000001]","['Paint, Equipment and Supplies', 9.8781]","['Abrasives', 9.7356]","['Machining', 9.729899999999999]","['Fleet and Vehicle Maintenance', 9.1086]","['Pneumatics', 8.8806]","['Outdoor Equipment', 8.772300000000001]","['Lubrication', 8.755199999999999]"
708741,"['Hand Tools', 17.7654]","['Safety', 9.0671]","['Cleaning', 7.216500000000001]","['Adhesives, Sealants and Tape', 6.974799999999999]","['Material Handling', 6.890599999999999]","['Power Tools', 6.306100000000001]","['Electronics, Appliances, and Batteries', 5.9941]","['Machining', 5.6959]","['Electrical', 5.6434999999999995]","['Abrasives', 5.065899999999999]","['Lighting', 4.8194]","['Lubrication', 4.2851]","['Pneumatics', 4.0896]","['Paint, Equipment and Supplies', 4.0685]","['Fasteners', 4.0314]"
708873,"['Machining', 36.05]","['Hand Tools', 35.9251]","['Safety', 30.528299999999998]","['Adhesives, Sealants and Tape', 29.1512]","['Power Tools', 28.766000000000005]","['Cleaning', 23.1128]","['Electronics, Appliances, and Batteries', 21.377200000000002]","['Electrical', 20.120200000000004]","['Abrasives', 19.0299]","['Lubrication', 17.586000000000002]","['Material Handling', 16.9304]","['Fasteners', 16.7877]","['Pneumatics', 16.2784]","['Paint, Equipment and Supplies', 15.7917]","['Plumbing', 15.5273]"
708915,"['Hand Tools', 21.9509]","['Adhesives, Sealants and Tape', 13.185]","['Cleaning', 12.585699999999997]","['Safety', 12.536800000000001]","['Power Tools', 11.360899999999999]","['Electrical', 8.787099999999999]","['Machining', 8.562899999999999]","['Paint, Equipment and Supplies', 8.0573]","['Material Handling', 8.0309]","['Electronics, Appliances, and Batteries', 7.950099999999998]","['Abrasives', 7.9293]","['Pneumatics', 7.290699999999998]","['Lighting', 7.089799999999999]","['Lubrication', 7.028300000000001]","['Fasteners', 6.5043]"
709002,"['Fasteners', 26.915699999999998]","['Adhesives, Sealants and Tape', 19.253999999999998]","['Electrical', 16.5291]","['Plumbing', 16.1604]","['Hand Tools', 11.773299999999999]","['Pneumatics', 11.2564]","['Machining', 11.1525]","['Cleaning', 10.983099999999999]","['Safety', 10.4373]","['Power Tools', 9.7065]","['Lubrication', 9.524799999999999]","['Abrasives', 9.3028]","['Electronics, Appliances, and Batteries', 8.4398]","['Material Handling', 8.4337]","['Lighting', 7.246]"
709203,"['Material Handling', 38.951299999999996]","['HVAC and Refrigeration', 28.255100000000006]","['Plumbing', 23.613]","['Electrical', 23.154100000000003]","['Safety', 22.801399999999997]","['Cleaning', 21.9833]","['Adhesives, Sealants and Tape', 20.367]","['Pneumatics', 19.455599999999997]","['Hand Tools', 19.4515]","['Power Tools', 17.762999999999998]","['Lighting', 17.6529]","['Fasteners', 16.948899999999995]","['Machining', 16.415499999999998]","['Outdoor Equipment', 15.882900000000001]","['Paint, Equipment and Supplies', 14.941000000000003]"
709545,"['Hand Tools', 8.844600000000002]","['Cleaning', 6.2940000000000005]","['Abrasives', 6.1]","['Safety', 5.7132]","['Adhesives, Sealants and Tape', 5.097099999999999]","['Electrical', 4.8468]","['Paint, Equipment and Supplies', 4.7942]","['Power Tools', 4.1934]","['Fasteners', 3.9818999999999996]","['Electronics, Appliances, and Batteries', 3.8244000000000002]","['Machining', 3.7913999999999994]","['Material Handling', 3.7885]","['Lubrication', 3.5338000000000003]","['Pneumatics', 3.3369]","['Plumbing', 3.3061]"
709600,"['Safety', 17.0842]","['Hand Tools', 10.360899999999999]","['Cleaning', 7.6629000000000005]","['Adhesives, Sealants and Tape', 7.1783]","['Abrasives', 6.3260000000000005]","['Electrical', 5.5108]","['Electronics, Appliances, and Batteries', 5.4976]","['Power Tools', 5.1948]","['Material Handling', 4.9869]","['Machining', 4.4477]","['Lighting', 4.4395999999999995]","['Lubrication', 4.1478]","['Plumbing', 3.8913]","['Paint, Equipment and Supplies', 3.8407]","['Fasteners', 3.787]"
709601,"['Fasteners', 19.6454]","['Electrical', 8.1313]","['Plumbing', 6.5878]","['Pneumatics', 5.6568]","['Machining', 5.5154000000000005]","['Adhesives, Sealants and Tape', 5.0163]","['Power Tools', 4.2907]","['Cleaning', 4.2674]","['Lubrication', 4.2494000000000005]","['Hand Tools', 4.0824]","['Abrasives', 3.9060999999999995]","['Safety', 3.8422]","['Electronics, Appliances, and Batteries', 3.1758]","['Material Handling', 3.0947999999999998]","['Lighting', 2.7344]"
709607,"['Safety', 12.9144]","['Adhesives, Sealants and Tape', 11.708000000000004]","['Hand Tools', 11.4002]","['Electrical', 10.636600000000001]","['Cleaning', 10.2226]","['Machining', 9.6043]","['Lubrication', 9.225700000000002]","['Power Tools', 8.608400000000001]","['Material Handling', 8.5456]","['Fasteners', 8.4514]","['Electronics, Appliances, and Batteries', 7.969099999999999]","['Plumbing', 7.7916]","['Abrasives', 7.380499999999999]","['Lighting', 7.213300000000001]","['Welding', 7.0689]"
709754,"['Machining', 9.8816]","['Paint, Equipment and Supplies', 5.5099]","['Fasteners', 3.8788]","['Adhesives, Sealants and Tape', 3.5103]","['Power Tools', 3.2494]","['Abrasives', 3.2188999999999997]","['Electrical', 3.0998000000000006]","['Cleaning', 3.0954]","['Hand Tools', 3.0762]","['Pneumatics', 3.0705999999999998]","['Lubrication', 3.0214]","['Plumbing', 2.8200000000000003]","['Safety', 2.6278]","['Electronics, Appliances, and Batteries', 2.4711000000000003]","['Material Handling', 2.3705]"
709762,"['Electrical', 19.2904]","['Fasteners', 14.013800000000003]","['Plumbing', 13.970300000000002]","['Adhesives, Sealants and Tape', 12.327700000000002]","['Power Tools', 9.9539]","['Pneumatics', 8.843499999999999]","['Cleaning', 8.5603]","['Hand Tools', 8.4176]","['Machining', 8.3381]","['Safety', 8.114099999999999]","['Lubrication', 7.9304999999999986]","['Abrasives', 7.0346]","['Material Handling', 6.5228]","['Electronics, Appliances, and Batteries', 6.430299999999999]","['Lighting', 6.409999999999999]"
709918,"['Hand Tools', 2.0888]","['Security', 1.1776]","['Safety', 0.8459]","['Cleaning', 0.7639]","['Adhesives, Sealants and Tape', 0.7356999999999999]","['Power Tools', 0.6960000000000001]","['Material Handling', 0.6251]","['Electrical', 0.6048]","['Electronics, Appliances, and Batteries', 0.5864]","['Lighting', 0.5590999999999999]","['Abrasives', 0.5364]","['Machining', 0.5244]","['Paint, Equipment and Supplies', 0.4592]","['Lubrication', 0.4568]","['Pneumatics', 0.43600000000000005]"
709965,"['Cleaning', 19.525399999999998]","['Hand Tools', 10.867199999999999]","['Safety', 10.350200000000001]","['Adhesives, Sealants and Tape', 8.2309]","['Electrical', 7.1866]","['Material Handling', 6.6109]","['Electronics, Appliances, and Batteries', 6.2795]","['Power Tools', 6.012699999999999]","['Abrasives', 5.886399999999999]","['Lubrication', 5.589300000000001]","['Machining', 5.4365999999999985]","['Paint, Equipment and Supplies', 5.128299999999999]","['Plumbing', 5.0929]","['Pneumatics', 5.000299999999999]","['Lighting', 4.9756]"
710004,"['Safety', 17.4891]","['Abrasives', 13.0452]","['Cleaning', 10.8858]","['Hand Tools', 9.538799999999998]","['Adhesives, Sealants and Tape', 8.729399999999998]","['Electronics, Appliances, and Batteries', 6.603800000000001]","['Electrical', 6.5161999999999995]","['Power Tools', 6.1373]","['Machining', 5.9323999999999995]","['Material Handling', 5.9060999999999995]","['Lubrication', 5.628500000000001]","['Pneumatics', 5.013999999999999]","['Plumbing', 4.9864]","['Paint, Equipment and Supplies', 4.9615]","['Fasteners', 4.8841]"
710015,"['Adhesives, Sealants and Tape', 11.459399999999997]","['Plumbing', 11.4084]","['Electrical', 7.2808]","['Cleaning', 7.0811]","['Lubrication', 6.7456]","['Safety', 6.6391]","['Paint, Equipment and Supplies', 5.9455]","['Hand Tools', 5.888]","['Electronics, Appliances, and Batteries', 5.8148]","['Fasteners', 5.706]","['Pneumatics', 5.582999999999999]","['Machining', 5.3041]","['Abrasives', 5.2412]","['Power Tools', 4.8824]","['Material Handling', 4.389599999999999]"
710364,"['Hand Tools', 17.4752]","['Power Tools', 12.641]","['Safety', 7.589799999999999]","['Adhesives, Sealants and Tape', 7.018999999999999]","['Cleaning', 6.958600000000001]","['Electrical', 5.9542]","['Material Handling', 5.731]","['Machining', 5.6617999999999995]","['Abrasives', 5.2858]","['Lighting', 5.0815]","['Electronics, Appliances, and Batteries', 5.023199999999999]","['Lubrication', 4.4433]","['Fasteners', 4.4028]","['Pneumatics', 4.3512]","['Paint, Equipment and Supplies', 4.1948]"
710637,"['Hand Tools', 44.5855]","['Power Tools', 23.836600000000004]","['Safety', 23.3554]","['Adhesives, Sealants and Tape', 23.195799999999995]","['Electrical', 21.9571]","['Abrasives', 21.6567]","['Cleaning', 21.359500000000004]","['Plumbing', 20.400599999999997]","['Machining', 17.916400000000003]","['Material Handling', 17.2273]","['Lubrication', 16.410099999999996]","['Fasteners', 16.1177]","['Electronics, Appliances, and Batteries', 15.8136]","['Pneumatics', 15.4133]","['Lighting', 14.7581]"
710923,"['Abrasives', 13.3437]","['Adhesives, Sealants and Tape', 12.889499999999998]","['Safety', 12.5106]","['Hand Tools', 11.3794]","['Cleaning', 10.9269]","['Electrical', 9.091800000000001]","['Material Handling', 9.0703]","['Electronics, Appliances, and Batteries', 8.9621]","['Power Tools', 7.3752]","['Machining', 7.0663]","['Lubrication', 6.762599999999999]","['Office Supplies', 6.3078]","['Plumbing', 6.2088]","['Pneumatics', 6.1653]","['Lighting', 6.0707]"
711054,"['Power Transmission', 11.166]","['Machining', 8.8778]","['Adhesives, Sealants and Tape', 7.1336]","['Fasteners', 5.945099999999999]","['Safety', 5.6363]","['Electronics, Appliances, and Batteries', 5.3584]","['Electrical', 5.0616]","['Cleaning', 4.7263]","['Hand Tools', 4.6476]","['Plumbing', 4.6234]","['Pneumatics', 4.424099999999999]","['Abrasives', 4.3411]","['Power Tools', 4.1948]","['Lubrication', 4.1308]","['Lighting', 3.424899999999999]"
